"","tank","week","Mb","mba","mba1","pp.N","AvgS","CMb","Cmba","Cmba1","C.N","CAvgS","OMb","Omba","Omba1","O.N","OAvgS"
"27",6,1,40043.7292595374,133.23154163503,11.7118603971269,36,1112.32581276493,2012.37076383639,38.9298402532757,5.11456519778233,13,154.797751064338,38031.358495701,186.532503285587,6.59729519934454,23,1653.53732590004
"28",6,2,45671.9392315175,48.250815339564,71.0854414061356,248,184.161045288377,16252.7082095208,32.2728522214713,49.7550460437883,158,102.86524183241,29419.2310219967,76.3010172579934,21.3303953623472,90,326.880344688853
"29",6,6,80941.1987976572,64.8174145463252,79.0730115201066,303,267.132669299199,6358.12520024189,34.5786406984943,18.1745315208679,54,117.743059263739,74583.0735974153,71.3752209229633,60.8984799992387,249,299.530416053877
"30",6,7,64150.4891391104,67.5321637162065,61.4064108328756,227,282.601273740574,2424.04318380424,29.2700414235591,10.1687195995197,18,134.669065766902,61726.4459553061,70.8274661146163,51.2376912333559,209,295.341846676106
"31",7,0,10471.6234817517,130.768077524476,2.92703764683237,10,1047.16234817517,NA,NA,NA,NA,NA,10471.6234817517,130.768077524476,2.92703764683237,10,1047.16234817517
"32",7,1,15468.6714050624,145.231705531963,3.70934773696266,13,1189.89780038941,737.229493955213,29.2444303747509,2.71986945803215,8,92.1536867444017,14731.4419111072,330.811345783501,0.989478278930511,5,2946.28838222143
"33",7,2,43655.9912692904,56.8027764901305,52.2817145511907,194,225.030882831394,8274.92198163497,32.4343680532964,25.0854275124033,80,103.436524770437,35381.0692876554,73.9034139896633,27.1962870387874,114,310.360256909258
"34",7,6,35226.2235183329,47.6205799815145,56.1688398587232,196,179.725630195576,8413.51510099057,34.8438627588279,22.3561613750994,72,116.854376402647,26812.7084173423,55.0393190140422,33.8126784836238,124,216.231519494696
"35",7,7,16909.3173692456,48.3705142267488,27.0360886407159,91,185.816674387314,15.7410415899582,4.47150218119078,1.31490745394235,2,7.87052079497912,16893.5763276556,49.357008879458,25.7211811867735,89,189.815464355681
"36",8,0,4202.00334411667,37.0070189365363,24.9492437005386,21,200.095397338889,1775.11298262067,19.3872632549197,24.6070001009025,19,93.4269990852982,2426.89036149601,204.394697911894,0.342243599636107,2,1213.445180748
"37",8,1,132711.544142542,323.358023512512,13.846817730106,43,3086.31498005911,4647.84324813414,37.819579093446,12.3148219546404,29,160.270456832212,128063.700894407,914.830515523436,1.53199577546555,14,9147.40720674339
"38",8,2,51475.4502207727,35.7066777172952,122.33128363535,391,131.650767828063,39615.1824196664,32.4539816674055,120.087656742772,381,103.976856744531,11860.2678011063,159.634397218095,2.2436268925777,10,1186.02678011063
"39",8,6,21898.0171991077,15.7329758101731,298.709106402736,217,100.912521654874,2411.07668142264,3.08038880080303,293.549865526114,195,12.3644958021674,19486.9405176851,127.880906120499,5.15924087662217,22,885.77002353114
"40",8,7,11423.7869930453,45.5050517009434,19.6561221171449,62,184.254628920085,7162.4459965551,105.320710395187,3.15021900429016,14,511.603285468221,4261.34099649017,28.0588179151224,16.5059031128547,48,88.7779374268785
"41",9,0,227.499723051949,9.62898066428921,8.03094446950094,8,28.4374653814937,227.499723051949,9.62898066428921,8.03094446950094,8,28.4374653814937,NA,NA,NA,NA,NA
"42",9,1,50566.5883998408,166.0014159297,10.1833280150398,33,1532.32086060124,2284.95652253473,29.991190974851,8.30808980746086,24,95.2065217722804,48281.6318773061,528.695349142631,1.87523820757897,9,5364.62576414512
"43",9,2,72926.5299395231,60.8567938081498,77.5751805154421,294,248.049421563004,10550.5255265846,32.4343680532964,31.9839200783142,102,103.436524770437,62376.0044129385,75.9562074904157,45.5912604371279,192,324.875022984055
"44",9,6,35909.2049725052,97.7007410042388,14.911559139023,50,718.184099450105,827.492198163497,32.4343680532964,2.50854275124033,8,103.436524770437,35081.7127743417,110.132431090133,12.4030163877827,42,835.278875579565
"45",9,7,30186.0787972394,47.7324738522098,48.6801482218843,164,184.061456080728,3703.67314510747,30.422384129979,12.0830330665271,36,102.879809586319,26482.4056521319,52.6009365865872,36.5971151553572,128,206.893794157281
"46",10,0,11080.9559048887,84.230725160293,7.06375063520651,17,651.820935581686,1453.28166107385,28.7489527765437,5.70615333316951,12,121.106805089487,9627.67424381481,217.386978881291,1.35759730203701,5,1925.53484876296
"47",10,1,44960.9042683349,156.332215888189,9.14026615541997,35,1284.59726480957,1654.98439632699,32.4343680532964,5.01708550248066,16,103.436524770437,43305.9198720079,260.667245643888,4.12318065293931,19,2279.25894063199
"48",10,2,42903.7076048743,51.3280584085466,60.6287900715891,217,197.71293827131,12205.5099229116,32.4343680532964,37.0010055807949,118,103.436524770437,30698.1976819627,73.8478105491479,23.6277844907942,99,310.08280486831
"49",10,6,30405.3526546595,38.4474808762879,68.1015357191002,223,136.34687289085,4634.69409963172,44.3398397632287,8.23621172010087,27,171.655337023397,25770.6585550277,37.6357783765563,59.8653239989994,196,131.482951811366
"50",10,7,23145.5677713673,41.9703647805032,48.8255004755883,146,158.531286105255,5772.40898793,25.1900283572189,28.3221208712433,70,82.4629855418572,17373.1587834373,57.4259378019494,20.503379604345,76,228.594194518911
"51",11,0,169.454616216782,5.83508909037729,12.2770155749952,10,16.9454616216782,7.95317524263232,0.753895394379847,11.5734116505112,8,0.99414690532904,161.501440974149,26.159863874367,0.703603924483989,2,80.7507204870747
"52",11,1,10526.4051787442,91.5473376768799,4.78107068455314,15,701.760345249612,220.046870103028,23.9278675771751,1.15203023850694,3,73.3489567010092,10306.3583086411,108.452205201806,3.6290404460462,12,858.863192386762
"53",11,2,20472.6313162036,52.2977414012049,27.1257198248999,95,215.501382275827,4551.20708989924,32.4343680532964,13.7969851318218,44,103.436524770437,15921.4242263043,69.4347693876358,13.3287346930781,51,312.184788751066
"54",11,6,55144.9046044098,76.0978725421877,58.1585218971275,150,367.632697362732,7464.91055653431,44.8503119400303,26.7097453101883,18,414.717253140795,47679.9940478755,80.358903533391,31.4487765869392,132,361.212076120269
"55",11,7,49031.3801251093,55.9686749032297,67.1887412277614,215,228.052930814462,2878.30813193605,17.6235835219068,25.7437421741088,51,56.4374143516872,46153.0719931732,67.8930630766898,41.4449990536526,164,281.421170690081
"56",12,0,1762.36087891576,33.1975520034285,5.05196538558729,15,117.490725261051,586.479183529987,119.17617745243,0.203206150873276,1,586.479183529987,1175.88169538577,27.0562216142141,4.84875923471402,14,83.9915496704122
"57",12,1,33150.5666936162,44.8115642682203,58.7318207850153,200,165.752833468081,13900.015780925,31.8755468541351,43.5927747353661,137,101.459969203832,19250.5509126912,72.9422688036118,15.1390460496492,63,305.564300201447
"58",12,2,44402.6293355019,61.9795860220594,46.0430491163391,177,250.862312629954,5378.69928806273,32.4343680532964,16.3055278830621,52,103.436524770437,39023.9300474391,74.2703966970648,29.737521233277,125,312.191440379513
"59",12,6,58583.5492984635,56.1429246177491,105.18108498928,256,228.841989447123,3246.69208540582,17.209017724871,53.622743375019,52,62.4363862578043,55336.8572130577,66.0672538257376,51.558341614261,204,271.259103985577
"60",12,7,60139.4063992368,58.5830511703599,72.2492501446185,255,235.840809408772,5490.17102411239,29.7522046049176,22.1187993830484,58,94.6581211053861,54649.2353751244,67.0713207175459,50.1304507615701,197,277.407286168144
"61",13,0,3177.55768142913,41.2969270075199,6.85276976437674,20,158.877884071457,809.093274660819,38.5975835842809,2.14524929262571,5,161.818654932164,2368.46440676831,42.1967081485996,4.70752047175103,15,157.897627117888
"62",13,1,785.884321733176,50.2151302857159,1.17940426421642,4,196.471080433294,NA,NA,NA,NA,NA,785.884321733176,50.2151302857159,1.17940426421642,4,196.471080433294
"63",13,2,34620.0885020587,56.63189268532,41.4604915121323,152,227.763740145123,7792.89595236795,35.062907732058,20.4747543116692,66,118.074181096484,26827.1925496908,73.1848346261955,20.9857372004631,86,311.944099415009
"64",13,6,51816.0525015693,50.7723106522844,71.3768247645175,230,225.287184789432,2690.01674042298,28.144582116068,14.4120938342206,30,89.667224680766,49126.0357611463,54.1664699327168,56.9647309302968,200,245.630178805731
"65",13,7,16045.704635469,45.5027678907018,33.161022551549,88,182.337552675784,3814.53516537293,28.9101526600199,17.4039486341435,31,123.049521463643,12231.1694700961,54.5268217880901,15.7570739174055,57,214.581920528002
"66",14,0,176853.237124474,117.956291372718,62.5722592618241,305,579.846679096637,176530.234242526,119.17617745243,61.1650514128561,301,586.479183529987,323.002881948299,26.159863874367,1.40720784896798,4,80.7507204870747
"67",14,1,45374.1309487469,169.901187299184,8.63357819518378,35,1296.40374139277,38509.682992534,474.058601467818,1.99416773442922,9,4278.85366583711,6864.44795621289,64.6159285485028,6.63941046075456,26,264.017229085111
"68",14,2,22196.9871192607,47.0743276739342,36.1403879928195,124,179.007960639199,11420.9767053831,37.0420842740785,27.3481782928842,88,129.783826197535,10776.0104138776,71.597589318026,8.79220969993533,36,299.333622607711
"69",14,6,35110.8135500956,41.047214274511,65.4021678836928,215,163.306109535328,9048.77986301167,167.279841732739,1.76827694362451,7,1292.6828375731,26062.0336870839,36.799000850436,63.6338909400683,208,125.298238880211
"70",14,7,20038.9016408669,59.6765859440301,19.722839789432,64,313.107838138545,1432.67733686371,30.0858534097391,5.53094338521351,13,110.205948989516,18606.2243040032,67.2193216880651,14.1918964042185,51,364.827927529474
"71",15,0,37316.9430592477,269.775224996749,4.16697079338664,15,2487.79620394985,NA,NA,NA,NA,NA,37316.9430592477,269.775224996749,4.16697079338664,15,2487.79620394985
"72",15,1,53163.4773505138,248.51295723034,6.06846350127857,23,2311.45553697886,NA,NA,NA,NA,NA,53163.4773505138,248.51295723034,6.06846350127857,23,2311.45553697886
"73",15,2,60787.6706782965,78.8652935222828,39.4273082785863,146,416.353908755456,8481.79503117585,32.4343680532964,25.7125632002134,82,103.436524770437,52305.8756471207,138.354916779422,13.7147450783729,64,817.279306986261
"74",15,6,125448.167650861,100.555093955286,180.776880679439,202,621.030532925055,844.836704345463,2.55907313331294,165.251119961168,112,7.54318486022734,124603.330946516,222.505697644852,15.52576071827,90,1384.48145496128
"75",15,7,52007.585913454,175.286836588467,13.8015522362702,36,1444.65516426261,414.413195473363,16.3476707886899,7.51360126830971,8,51.8016494341703,51593.1727179807,220.698026816974,6.2879509679605,28,1842.61331135645
"76",16,0,13512.8023320649,91.4139740770434,6.74344996521921,21,643.466777717376,26.3476411243065,6.91486662493247,1.04978910139372,2,13.1738205621533,13486.4546909406,100.308616966739,5.69366086382549,19,709.813404786347
"77",16,1,62502.6613999557,248.005504605766,9.37098065367144,26,2403.94851538291,1234.03017607574,25.1083173893593,5.98267134648668,11,112.184561461431,61268.63122388,411.463441897797,3.38830930718475,15,4084.57541492533
"78",16,2,25870.0964870204,54.818263370659,36.2185745443695,109,237.340334743307,6716.2488825017,31.0254169688351,26.012827935354,66,101.761346704571,19153.8476045187,91.3375159874121,10.2057466090156,43,445.438316384157
"79",16,6,75684.8101656002,75.3719945927464,57.270821009819,235,322.063021981277,1759.60432468786,89.4473764703436,2.17445092579221,4,439.901081171966,73925.2058409123,75.1282650364244,55.0963700840268,231,320.022536107846
"80",16,7,65327.863120942,102.805653104046,26.2398907657227,94,694.977267244064,1251.50718135647,24.8328104743346,6.92286573984247,16,78.2191988347791,64076.3559395856,118.800082361422,19.3170250258802,78,821.4917428152
"81",17,0,1434.07231673756,25.2046387464349,7.57501602446824,16,89.6295197960975,626.565111866812,23.612596866548,4.0569964020483,6,104.427518644469,807.507204870748,26.159863874367,3.51801962241995,10,80.7507204870747
"82",17,1,22383.8060132516,200.30359667009,3.18905336714871,14,1598.84328666083,2932.39591764993,119.17617745243,1.01603075436638,5,586.479183529987,19451.4100956017,245.374385124345,2.17302261278233,9,2161.26778840019
"83",17,2,17935.2893067238,49.0692666616062,30.5776855802983,94,190.80095007153,7738.29016503854,36.1831605963052,22.3377444567693,60,128.971502750642,10196.9991416853,71.8094538356666,8.23994112352899,34,299.911739461332
"84",17,6,18241.8941386501,60.9733554552282,30.5636977194799,70,260.598487695001,1208.76607313164,18.6113012360613,17.7329379460274,17,71.1038866548026,17033.1280655184,74.5611841670365,12.8307597734526,53,321.379774821103
"85",17,7,2747.08938951969,77.0774006268896,2.12080770177449,8,343.386173689962,1186.13218762213,81.755740509931,0.931306852443411,3,395.377395874042,1560.95720189757,74.2703966970648,1.18950084933108,5,312.191440379513
"86",18,0,12345.7537173324,56.5237767691604,14.55184440263,34,363.110403450953,2509.32455790851,27.3461202448699,13.2699147746319,29,86.5284330313279,9836.42915942389,225.754184610045,1.28192962799818,5,1967.28583188478
"87",18,1,17733.1218208065,58.1046129027428,17.1410757283313,56,316.662889657259,6085.37266744564,39.363927716447,13.4161744380169,42,144.889825415372,11647.7491533608,114.32666846163,3.72490129031434,14,831.982082382918
"88",18,2,61138.33284082,44.1563406093661,111.522837132661,377,162.170644140106,27410.8458382638,32.3134154422843,84.6603111080083,266,103.048292625052,33727.4870025562,72.5366838025531,26.8625260246531,111,303.851234257263
"89",18,6,21090.6643290754,17.8741513493812,271.905107017086,236,89.3672217333701,1833.26841781141,2.86528702487404,251.621077150283,168,10.9123120107822,19257.3959112639,54.9548749746343,20.2840298668029,68,283.196998695058
"90",18,7,4561.91698493333,35.8322201579721,11.912064137863,34,134.174028968627,1966.83851155477,48.5228113302036,3.53598925824948,9,218.537612394975,2595.07847337856,31.2636073359687,8.37607487961354,25,103.803138935142
"91",19,0,1336.40198512219,36.0467971788016,3.38957992615828,10,133.640198512219,1013.39910317389,42.6380860484247,1.9823720771903,6,168.899850528981,323.002881948299,26.159863874367,1.40720784896798,4,80.7507204870747
"92",19,1,400087.120911222,649.955757235474,9.9136725129762,67,5971.44956583914,399615.309895937,699.958272626906,8.26936505677708,62,6445.40822412801,471.811015285461,29.9245663817246,1.64430745619911,5,94.3622030570922
"93",19,2,1267.58593836955,28.7887249921015,4.81260322825421,14,90.5418527406823,957.276364058241,27.7944587026847,3.87189969653909,11,87.0251240052946,310.309574311312,32.4343680532964,0.940703531715124,3,103.436524770437
"94",19,6,55276.487795757,58.4436750610219,63.3084575523508,236,234.222405914225,6724.39073957094,37.536827429716,15.6608749600618,51,131.850798815117,48552.0970561861,64.2071844080305,47.647582592289,185,262.443767871276
"95",19,7,33266.9085977089,60.8758224702829,37.7375430956573,128,259.897723419601,601.882509696817,18.7635719824464,4.94328357034624,7,85.9832156709738,32665.0260880121,63.3120683662734,32.7942595253111,121,269.958893289356
"96",20,0,51130.6519978402,418.325728251002,3.83436866469738,13,3933.12707675694,0.166774097903512,0.260973524083446,1.56483247317239,1,0.166774097903512,51130.4852237423,453.164457811579,2.269536191525,12,4260.87376864519
"97",20,1,43358.0337880364,97.660231937061,18.2707642462104,60,722.633896467273,4111.02268880827,32.3165553809698,13.2345515533812,38,108.184807600218,39247.0110992281,210.526582352127,5.03621269282927,22,1783.95504996491
"98",20,2,56853.1184568813,39.8647326327147,123.074355906051,403,141.074735625016,33443.6953651832,32.0002736793387,105.230893620111,328,101.962485869461,23409.4230916981,74.2586331221455,17.8434622859396,75,312.125641222641
"99",20,6,3477.38784678932,46.7833241458648,5.85483254176904,18,193.188213710518,2992.88352386688,57.0950542816137,3.74402076831707,12,249.40696032224,484.504322922448,26.159863874367,2.11081177345197,6,80.7507204870747
"100",20,7,3877.59947633874,44.6753317843752,7.04603517316241,22,176.254521651761,1186.13218762213,81.755740509931,0.931306852443411,3,395.377395874042,2691.46728871661,38.8205304066559,6.114728320719,19,141.656173090348
"101",21,0,40165.7971814025,426.695508081777,2.6132166143573,10,4016.57971814025,606.438760649448,43.4317975212725,1.34768503987459,3,202.146253549816,39559.3584207531,590.951384036279,1.26553157448271,7,5651.33691725044
"102",21,1,66460.637627242,43.5884996612262,103.044699523222,338,196.629105406041,31803.3435196715,32.929231322092,93.7473886483356,299,106.365697390206,34657.2941075704,125.309556927922,9.29731087488666,39,888.648566860781
"103",21,2,56509.8097821568,46.4865661860345,93.9148737233792,325,173.876337791252,22631.6327801953,32.7191229740906,67.5180514533439,215,105.263408279978,33878.1770019616,73.3956597366521,26.3968222700353,110,307.98342729056
"104",21,6,11603.5071446582,45.3857088159453,24.9465674584454,57,203.570300783477,1892.99764639734,19.0211945267778,18.2540409755815,32,59.1561764499167,9710.50949826087,79.1322871060795,6.6925264828639,25,388.420379930435
"105",21,7,4254.63944074357,33.3674348791638,12.2537786514875,35,121.561126878388,2639.62503100207,42.9775295522261,5.21773940664759,15,175.975002066805,1615.0144097415,26.159863874367,7.03603924483989,20,80.7507204870747
"106",22,0,73224.0544785442,545.227964909704,2.76574768509898,14,5230.2896056103,6.78575655730774,4.20434848645466,0.619584338304459,1,6.78575655730774,73217.2687219869,586.845166173031,2.14616334679452,13,5632.09759399899
"107",22,1,66003.9020436181,60.1848381284198,71.7900818486125,271,243.556834109292,9736.20714898325,32.1657417224715,30.0002718777707,95,102.486391041929,56267.6948946349,75.308782211176,41.7898099708418,176,319.702811901334
"108",22,2,55090.4649760845,56.9530241846852,65.690076525278,244,225.780594164281,10447.0890018142,32.4343680532964,31.6703522344092,101,103.436524770437,44643.3759742704,74.2703966970648,34.0197242908689,143,312.191440379513
"109",22,6,60180.0555388799,55.5957849421748,78.0185613158042,274,219.635239192992,5379.19961035644,30.6794556244302,21.0000253025793,55,97.8036292792081,54800.8559285235,61.8533105699189,57.0185360132249,219,250.232218851705
"110",22,7,9862.77680054819,163.228665185727,2.3317187293919,7,1408.96811436403,26.3476411243065,6.91486662493247,1.04978910139372,2,13.1738205621533,9836.42915942389,225.754184610045,1.28192962799818,5,1967.28583188478
"111",23,0,19225.5130786184,238.309050544946,2.67214426303987,9,2136.16811984649,26.3476411243065,6.91486662493247,1.04978910139372,2,13.1738205621533,19199.1654374941,304.421674522093,1.62235516164616,7,2742.73791964202
"112",23,1,30973.43738346,94.9566131864672,14.251197164111,52,595.643026605,5449.01247723306,42.6392868061357,10.2198599206443,34,160.265072859796,25524.424906227,193.778229682649,4.03133724346665,18,1418.0236059015
"113",23,2,80812.73034027,45.2848239107038,139.982808205503,482,167.66126626612,34720.5323577743,32.6964279004237,103.680594639537,331,104.895868150375,46092.1979824957,72.8792549001258,36.3022135659662,151,305.246344254939
"114",23,6,7953.11438798457,50.4953316442713,11.5707317040817,41,193.978399706941,1137.80177247481,32.4343680532964,3.44924628295545,11,103.436524770437,6815.31261550976,57.1176849609621,8.12148542112629,30,227.177087183659
"115",23,7,55726.5141826774,248.893249433904,14.3798658033139,24,2321.93809094489,16.7416861773793,1.31360568836028,10.7039022929767,8,2.09271077217241,55709.7724965001,372.683071306676,3.67596351033722,16,3481.86078103125
"116",24,0,1181.37256187808,31.3035050762467,4.81200257970713,10,118.137256187808,593.431714185198,41.2138331543228,2.38762296235012,3,197.810571395066,587.940847692886,27.0562216142141,2.42437961735701,7,83.9915496704122
"117",24,1,51258.7215802408,77.1369943174667,30.7865076190626,106,483.572845096612,7964.61240732366,32.4343680532964,24.1447239806882,77,103.436524770437,43294.1091729172,195.830174398195,6.64178363837445,29,1492.90031630749
"118",24,2,51787.1674750736,132.234286382456,15.5946200497609,69,750.538659059038,1047.53906826652,30.1144133779906,3.66057298974727,11,95.2308243878659,50739.6284068071,151.601848503992,11.9340470600136,58,874.821179427709
"119",24,6,92032.050172453,74.2812143027674,61.179767866574,228,403.649342861636,15071.6591693613,45.7007624319874,25.2185647225156,85,177.313637286604,76960.3910030917,91.2695947853988,35.9612031440584,143,538.184552469173
"120",24,7,30562.2204448776,46.5411020241778,66.1717347574242,161,189.827456179364,3429.07758942555,14.6459123293655,41.6537296604882,64,53.5793373347742,27133.1428554521,67.5853508949818,24.518005096936,97,279.723122221156
"121",25,0,349.224468946905,19.0325492953326,2.65657650472202,6,58.2040781578174,33.1333976816142,6.0113605787732,1.66937343969818,3,11.0444658938714,316.09107126529,32.0537380118919,0.987203065023846,3,105.363690421763
"122",25,1,375591.892036193,600.776175903633,10.7968814810637,68,5523.41017700283,373724.38899212,720.322490337074,7.26107037631971,56,6673.64980343072,1867.50304407247,42.8933752142385,3.53581110474402,12,155.625253672706
"123",25,2,10053.2121965799,36.4949780699048,24.4144355928649,77,130.56119735818,6239.32488390785,31.1761296021286,20.4834440740006,63,99.0369029191721,3813.88731267204,60.4297961748975,3.93099151886427,14,272.420522333717
"124",25,6,56792.1368111043,73.3082861151185,53.289566653725,174,326.391590868415,4347.70149212665,44.39180896971,16.2464394418591,22,197.622795096666,52444.4353189776,77.493565701954,37.043127211866,152,345.029179730116
"125",25,7,35922.3501762227,82.5158811534472,20.2596675949708,76,472.66250231872,1487.63280847258,27.9309266247616,5.96463346676115,17,87.507812263093,34434.7173677501,98.2437494074752,14.2950341282096,59,583.639277419494
"126",26,0,9421.60460868079,71.3332805403331,9.16279261000249,15,628.106973912053,106.121805245495,5.21224639960032,8.0430954778317,11,9.64743684049957,9315.4828034353,253.166124427348,1.11969713217079,4,2328.87070085882
"127",26,1,47688.3614362015,218.461796724016,8.62671180562529,26,1834.16774754621,30262.3812347574,334.173567930586,4.81430938699609,10,3026.23812347574,17425.9802014442,146.14193971991,3.8124024186292,16,1089.12376259026
"128",26,2,49457.9692234702,46.7637223632834,79.2023307594221,271,182.501731451919,20687.3049540874,32.4343680532964,62.7135687810082,200,103.436524770437,28770.6642693827,87.1281007012749,16.4887619784138,71,405.220623512433
"129",26,6,94601.9169696994,59.3463206008682,105.104853655601,391,241.948636751149,18639.8813151811,62.2355843453377,19.1988273034773,69,270.143207466392,75962.0356545184,58.7271926556247,85.9060263521237,322,235.906943026455
"130",26,7,75526.2984365019,64.2587110685013,65.4557009024593,230,328.375210593486,8876.60824471217,43.2060933193255,16.3714584264417,54,164.381634161336,66649.6901917897,70.7180369688165,49.0842424760176,176,378.69142154426
"131",27,0,2852.17419726218,75.6385019374028,4.58553601950897,7,407.45345675174,593.598488283101,30.975618246763,3.95245543552251,4,148.399622070775,2258.57570897908,135.189013524923,0.633080583986464,3,752.858569659693
"132",27,1,73374.1612850883,429.775625960077,3.64067795223749,18,4076.34229361602,24939.0159742707,327.797848994411,1.76274009007655,9,2771.00177491896,48435.1453108176,531.753402925744,1.87793786216094,9,5381.68281231307
